
84,32,0,7,15,6,11,0,0,32,0,6,8,0,6,0,0,0,21,0,0,1,18,1,3,11,23,16,0,75,0,0,0,0,0,16,0,15,0,6,18,0,0,12,2,0,14,4,16,14,0,0,0,6,0,17,0,6,8,0,21,4,0,27,8,14,0,0,26,13,0,0,1,0,16,0,0,0,15,18,0,0,0,7,0,0,0,0,7,2,0,0,6,21,0,0,17,0,10,1,1,3,13,0,13,16,2,0,0,9,9,0,0,17,12,0,9,7,0,
109,12,0,5,7,0,0,0,5,17,0,0,20,0,2,8,0,0,1,4,0,0,15,9,11,12,27,12,0,37,0,0,0,0,0,10,25,3,17,0,4,9,0,16,0,0,9,0,11,15,0,0,0,0,13,11,0,0,2,0,0,1,0,0,14,8,4,0,24,0,24,3,0,0,8,3,0,0,25,14,0,9,10,15,0,3,2,1,8,17,0,0,1,13,0,3,3,0,7,0,0,2,4,0,0,23,0,0,0,2,0,3,0,0,22,0,0,0,0,
86,26,12,0,14,21,0,0,3,0,1,0,3,0,0,3,16,0,0,4,7,0,14,0,16,10,19,10,19,0,2,0,0,0,0,0,0,0,31,21,0,0,0,8,0,0,11,0,0,6,0,0,0,0,18,0,6,20,26,7,15,0,0,2,12,0,24,0,0,0,0,0,5,18,10,0,0,0,4,0,0,7,4,2,4,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,13,0,0,0,35,0,52,0,21,0,22,0,0,27,15,0,11,0,0,
51,30,0,0,19,6,9,2,0,14,0,0,7,2,0,13,0,1,1,13,11,4,0,7,4,14,12,2,17,31,0,12,0,0,0,0,0,4,0,0,28,2,0,34,0,18,0,0,0,1,2,6,10,0,0,1,0,4,0,1,14,9,0,0,0,0,0,25,3,4,4,6,1,0,0,0,5,0,4,17,0,0,2,6,4,15,15,3,0,12,13,15,0,48,4,0,12,0,0,13,0,6,0,0,0,12,0,17,0,0,0,0,8,14,15,0,0,0,0,
69,35,0,0,11,1,0,6,8,0,10,0,0,6,15,0,0,0,0,0,0,0,15,6,20,10,38,0,0,6,25,0,0,0,0,3,11,10,0,11,0,0,0,0,0,3,0,0,19,0,0,0,13,0,0,1,0,19,16,8,0,12,0,22,0,13,0,1,0,3,0,11,6,6,10,0,9,0,0,11,0,3,11,7,0,0,1,0,0,1,0,0,0,2,0,7,13,0,0,15,0,2,6,0,0,16,0,0,0,13,0,0,0,0,0,6,1,0,0,
82,24,3,4,1,4,0,7,5,6,20,0,5,0,5,0,0,13,0,16,1,0,0,1,5,6,38,12,0,20,0,0,0,0,0,0,0,9,6,25,0,23,6,11,25,0,0,13,0,0,0,4,32,1,0,20,3,0,7,0,0,0,0,0,2,0,0,21,0,15,4,14,4,10,0,0,2,0,7,11,0,0,17,0,4,3,16,5,6,0,0,15,8,0,0,0,0,11,0,2,0,3,0,11,10,1,6,9,0,0,2,0,0,19,0,0,16,0,0,
80,33,1,0,6,7,0,0,5,0,0,0,0,0,0,3,9,5,0,10,6,8,1,9,2,13,0,35,15,0,22,9,0,0,2,0,2,23,0,2,6,16,0,2,10,2,0,9,24,0,0,0,2,0,0,1,0,0,11,12,21,0,0,25,0,2,7,0,0,0,3,0,0,5,0,0,0,0,11,10,0,0,0,0,0,26,0,0,0,0,0,0,0,15,7,0,0,15,10,24,0,11,0,0,0,0,0,0,0,0,1,6,0,8,0,0,10,0,0,
74,17,6,0,6,0,5,0,0,0,0,5,0,0,0,20,0,7,13,0,0,0,0,3,17,5,9,15,0,9,0,0,0,0,0,0,0,19,21,0,32,0,0,24,0,0,0,24,0,1,0,0,4,0,8,0,0,3,2,6,0,1,4,2,15,0,0,20,0,1,5,0,0,2,9,0,13,0,0,2,7,21,21,0,0,14,12,7,43,7,13,0,0,13,17,2,0,0,17,1,0,0,9,13,12,26,13,0,25,10,0,12,19,0,0,0,2,0,0,
67,20,16,0,7,0,10,15,12,15,0,16,3,0,0,0,2,4,0,6,7,0,17,0,30,16,1,15,19,39,31,7,0,0,0,10,3,16,0,0,0,0,13,0,0,0,16,4,0,19,0,19,6,9,22,0,15,8,0,0,12,5,0,26,8,12,5,8,0,0,21,4,5,0,15,1,26,0,0,0,0,0,5,0,0,0,9,0,0,14,1,5,0,8,3,0,6,0,0,43,6,2,9,0,0,0,0,9,29,0,0,5,13,16,0,0,1,0,0,
70,31,0,1,0,0,2,0,7,0,0,2,0,0,3,13,7,11,0,10,0,0,0,0,3,24,10,17,0,6,10,23,0,0,0,1,0,5,22,0,37,0,0,23,0,9,0,0,26,0,0,0,13,0,1,0,4,0,0,0,19,0,0,0,0,1,3,0,2,0,5,0,0,21,0,10,2,8,7,6,0,0,8,7,0,0,0,4,8,0,0,9,0,4,0,22,1,0,9,0,0,0,0,27,36,0,0,0,3,0,13,0,0,7,0,0,4,0,0,
89,23,0,10,0,0,0,0,18,0,5,8,0,0,0,0,13,12,9,0,7,3,10,4,0,29,7,6,23,9,33,0,0,0,0,14,15,7,5,0,50,0,0,0,0,12,0,5,0,17,0,0,0,5,0,20,0,23,0,0,9,4,13,0,6,6,0,12,8,0,12,0,10,6,10,0,0,0,4,1,0,13,10,5,0,8,7,0,5,0,15,0,3,0,15,0,0,8,0,1,26,0,0,7,0,0,4,11,0,8,14,7,3,16,0,0,0,0,0,
81,14,0,11,22,0,4,0,17,0,0,10,1,0,7,6,2,4,9,0,0,2,18,0,12,16,20,7,6,7,2,6,0,0,0,29,0,0,0,12,20,6,8,0,8,7,0,0,0,0,0,14,5,9,0,0,16,15,10,0,2,0,26,3,4,15,0,0,13,20,5,13,0,0,16,19,0,0,1,0,0,0,7,0,0,20,31,25,0,0,0,0,0,0,7,14,20,2,0,0,0,2,9,0,0,9,0,0,0,0,0,0,4,0,5,2,0,0,0,
79,30,0,0,0,5,3,0,6,17,0,0,0,0,2,2,0,0,7,13,0,0,3,5,0,12,32,14,14,20,0,0,0,0,0,0,7,14,0,6,0,5,8,22,2,5,0,0,4,0,0,4,2,0,12,0,10,10,0,21,0,10,0,13,0,24,0,0,0,0,2,13,0,0,4,0,0,9,10,12,1,9,0,0,0,0,0,4,0,13,0,0,0,23,3,3,25,14,4,0,0,0,0,0,0,10,4,22,14,1,7,0,0,14,6,0,0,0,0,
101,33,1,0,0,3,0,0,0,2,0,1,0,4,4,21,9,0,1,5,0,0,0,0,9,16,16,9,6,19,11,0,0,0,0,2,22,0,0,20,0,0,0,0,25,0,12,0,5,0,0,11,0,0,18,2,1,10,7,0,0,0,0,8,5,0,0,0,5,0,0,2,0,14,5,9,1,10,0,1,10,0,11,17,1,0,0,23,0,20,0,0,0,0,0,4,1,24,17,7,0,0,9,0,0,0,0,4,25,1,0,0,0,0,0,9,16,0,0,
